491	23
492	21
493	23
494	25
495	23
496	29
497	25
498	29
499	22
500	28
501	28
502	22
503	38
504	26
505	18
506	21
507	27
508	22
509	18
510	26
511	20
512	22
513	36
514	26
515	22
516	24
517	29
518	25
519	28
520	26
521	24
522	24
523	28
524	22
525	18
526	20
527	28
528	47
529	25
530	24
531	25
532	22
533	38
534	36
535	30
536	18
537	26
538	24
539	29
540	22
541	29
542	18
543	37
544	32
545	30
546	28
547	25
548	22
549	21
550	22
551	46
552	24
553	22
554	26
555	26
556	38
557	24
558	26
559	36
560	26
561	28
562	26
563	29
564	22
565	21
566	25
567	21
568	22
569	31
570	24
571	24
572	24
573	19
574	26
575	19
576	20
577	24
578	33
579	25
580	18
581	36
582	23
583	23
584	22
585	19
586	34
587	25
588	25
589	34
590	26
591	24
592	24
593	28
594	23
595	26
596	21
597	22
598	22
599	23
600	26
601	37
602	28
603	25
604	26
605	21
606	22
607	26
608	34
609	28
610	22
611	20
612	33
613	21
614	37
615	22
616	31
617	22
618	22
619	23
620	30
621	20
622	23
623	33
624	29
625	34
626	39
627	28
628	18
629	26
630	28
631	26
632	20
633	24
634	21
635	37
636	32
637	26
638	38
639	24
640	26
641	22
642	29
643	34
644	22
645	21
646	28
647	31
648	30
649	38
650	23
651	26
652	23
653	29
654	34
655	27
656	20
657	36
658	20
659	20
660	22
661	27
662	22
663	40
664	24
665	26
666	22
667	25
668	29
669	23
670	25
671	24
672	24
673	28
674	27
675	32
676	28
677	26
678	32
679	23
680	33
681	26
682	30
683	18
684	33
685	21
686	22
687	25
688	24
689	24
690	26
691	22
692	23
693	19
694	19
695	20
696	18
697	30
698	22
699	38
700	32
701	25
702	28
703	28
704	24
705	20
706	26
707	21
708	28
709	18
710	25
711	25
712	33
713	29
714	20
715	22
716	24
717	35
718	22
719	18
720	19
721	22
722	25
723	22
724	26
725	22
726	29
727	22
728	28
729	20
730	23
731	20
732	20
733	24
734	34
735	34
736	25
737	20
738	21
739	22
740	27
741	29
742	30
743	20
744	32
745	36
746	24
747	24
748	22
749	21
750	28
751	23
752	18
753	29
754	26
755	22
756	30
757	28
758	22
759	26
760	19
761	49
762	29
763	24
764	25
765	24
766	26
767	30
768	18
769	20
770	18
771	22
772	22
773	38
774	22
775	18
776	20
777	26
778	29
779	24
780	20
781	22
782	22
783	25
784	22
785	20
786	28
787	30
788	22
789	29
790	21
791	29
792	28
793	22
794	28
795	30
796	30
797	24
798	22
799	26
800	25
801	30
802	22
803	30
804	24
805	23
806	20
807	23
808	18
809	26
810	20
811	22
812	22
813	20
814	28
815	21
816	24
817	26
818	24
819	23
820	20
821	24
822	22
823	24
824	24
825	28
826	24
827	34
828	24
829	20
830	28
831	29
832	22
833	28
834	19
835	24
836	24
837	21
838	22
839	18
840	26
841	19
842	23
843	20
844	20
845	26
846	24
847	27
848	20
849	35
850	25
851	30
852	26
853	24
854	26
855	20
856	20
857	32
858	21
859	19
860	18
861	20
862	27
863	31
864	36
865	24
866	20
867	22
868	24
869	19
870	30
871	24
872	22
873	33
874	21
875	24
876	28
877	25
878	29
879	18
880	18
881	23
882	28
883	20
884	22
885	28
886	19
887	22
888	27
889	18
890	23
891	31
892	32
893	22
894	22
895	20
896	22
897	24
898	22
899	20
900	20
901	27
902	22
903	21
904	22
905	22
906	23
907	21
908	26
909	18
910	18
911	28
912	26
913	24
914	18
915	24
916	30
917	24
918	30
919	20
920	23
921	18
922	20
923	34
924	20
925	23
926	22
927	22
928	20
929	18
930	22
931	24
932	24
933	24
934	32
935	27
936	18
937	33
938	27
939	21
940	24
941	22
942	18
943	26
944	24
945	24
946	22
947	20
948	22
949	22
950	23
951	28
952	30
953	19
954	26
955	24
956	20
957	21
958	25
959	18
960	20
961	18
962	24
963	25
964	30
965	18
966	18
967	21
968	20
969	24
970	22
971	25
972	21
973	21
974	20
975	32
976	20
977	20
978	24
979	21
980	26
981	24
982	18
983	26
984	22
985	24
986	26
987	20
988	43
989	20
990	22
991	19
992	22
993	22
994	26
995	20
996	18
997	24
998	22
999	20
